name,Piscinas,Habitantes,Piscinas por cada 100 habitantes
Teguise (Palmas, Las),1403,22122,6.34
Tejeda (Palmas, Las),13,1921,0.68
Telde (Palmas, Las),396,102424,0.39
Teror (Palmas, Las),86,12449,0.69
Tías (Palmas, Las),1992,20006,9.96
Tinajo (Palmas, Las),143,6119,2.34
Tuineje (Palmas, Las),235,14791,1.59
Valsequillo de Gran Canaria (Palmas, Las),122,9278,1.31
Valleseco (Palmas, Las),20,3784,0.53
Vega de San Mateo (Palmas, Las),80,7625,1.05
Yaiza (Palmas, Las),2458,16289,15.09
Arbo (Pontevedra),53,2637,2.01
Barro (Pontevedra),76,3716,2.05
Baiona (Pontevedra),419,12134,3.45
Bueu (Pontevedra),145,12148,1.19
Caldas de Reis (Pontevedra),114,9860,1.16
Cambados (Pontevedra),126,13814,0.91
Campo Lameiro (Pontevedra),20,1806,1.11
Cangas (Pontevedra),398,26487,1.5
Cañiza, A (Pontevedra),67,5173,1.3
Catoira (Pontevedra),60,3349,1.79
Covelo (Pontevedra),88,2417,3.64
Crecente (Pontevedra),69,2032,3.4
Cuntis (Pontevedra),51,4710,1.08
Dozón (Pontevedra),2,1110,0.18
Estrada, A (Pontevedra),264,20661,1.28
Forcarei (Pontevedra),19,3451,0.55
Fornelos de Montes (Pontevedra),36,1640,2.2
Agolada (Pontevedra),22,2370,0.93
Gondomar (Pontevedra),673,14236,4.73
Grove, O (Pontevedra),216,10700,2.02
Guarda, A (Pontevedra),84,10013,0.84
Lalín (Pontevedra),78,20103,0.39
Lama, A (Pontevedra),38,2430,1.56
Marín (Pontevedra),206,24362,0.85
Meaño (Pontevedra),57,5315,1.07
Meis (Pontevedra),123,4776,2.58
Moaña (Pontevedra),295,19448,1.52
Mondariz (Pontevedra),138,4496,3.07
Mondariz-Balneario (Pontevedra),38,618,6.15
Moraña (Pontevedra),86,4200,2.05
Mos (Pontevedra),468,15142,3.09
Neves, As (Pontevedra),109,3892,2.8
Nigrán (Pontevedra),1189,17723,6.71
Oia (Pontevedra),227,3018,7.52
Pazos de Borbén (Pontevedra),84,2980,2.82
Pontevedra (Pontevedra),683,82802,0.82
Porriño, O (Pontevedra),367,19740,1.86
Portas (Pontevedra),70,2984,2.35
Poio (Pontevedra),508,17018,2.99
Ponteareas (Pontevedra),516,22854,2.26
Ponte Caldelas (Pontevedra),166,5491,3.02
Pontecesures (Pontevedra),16,3037,0.53
Redondela (Pontevedra),632,29194,2.16
Ribadumia (Pontevedra),69,5069,1.36
Rodeiro (Pontevedra),9,2509,0.36
Rosal, O (Pontevedra),161,6249,2.58
Salceda de Caselas (Pontevedra),176,9146,1.92
Salvaterra de Miño (Pontevedra),195,9691,2.01
Sanxenxo (Pontevedra),614,17212,3.57
Silleda (Pontevedra),67,8698,0.77
Soutomaior (Pontevedra),119,7305,1.63
Tomiño (Pontevedra),411,13464,3.05
Tui (Pontevedra),473,16902,2.8
Valga (Pontevedra),56,5927,0.94
Vigo (Pontevedra),2395,293642,0.82
Vilaboa (Pontevedra),221,5954,3.71
Vila de Cruces (Pontevedra),25,5273,0.47
Vilagarcía de Arousa (Pontevedra),455,37519,1.21
Vilanova de Arousa (Pontevedra),150,10352,1.45
Illa de Arousa, A (Pontevedra),26,4958,0.52
Cerdedo-Cotobade (Pontevedra),182,5815,3.13
Abusejo (Salamanca),4,193,2.07
Agallas (Salamanca),2,146,1.37
Ahigal de los Aceiteros (Salamanca),4,120,3.33
Ahigal de Villarino (Salamanca),1,34,2.94
Alameda de Gardón, La (Salamanca),3,76,3.95
Alamedilla, La (Salamanca),2,138,1.45
Alaraz (Salamanca),11,463,2.38
Alba de Tormes (Salamanca),87,5166,1.68
Alba de Yeltes (Salamanca),3,220,1.36
Alberca, La (Salamanca),15,1107,1.36
Alconada (Salamanca),10,155,6.45
Aldeacipreste (Salamanca),8,116,6.9
Aldeadávila de la Ribera (Salamanca),11,1239,0.89
Aldea del Obispo (Salamanca),10,266,3.76
Aldealengua (Salamanca),38,696,5.46
Aldeanueva de Figueroa (Salamanca),5,256,1.95
Aldeanueva de la Sierra (Salamanca),1,113,0.88
Aldearrodrigo (Salamanca),15,141,10.64
Aldearrubia (Salamanca),37,486,7.61
Aldeaseca de Alba (Salamanca),3,74,4.05
Aldeaseca de la Frontera (Salamanca),6,269,2.23
Aldeatejada (Salamanca),54,1989,2.71
Aldeavieja de Tormes (Salamanca),8,102,7.84
Aldehuela de la Bóveda (Salamanca),12,290,4.14
Aldehuela de Yeltes (Salamanca),9,195,4.62
Almenara de Tormes (Salamanca),31,254,12.2
Almendra (Salamanca),2,157,1.27
Anaya de Alba (Salamanca),1,215,0.47
Añover de Tormes (Salamanca),1,93,1.08
Arabayona de Mógica (Salamanca),9,372,2.42
Arapiles (Salamanca),34,644,5.28
Arcediano (Salamanca),1,102,0.98
Arco, El (Salamanca),7,86,8.14
Armenteros (Salamanca),5,200,2.5
San Miguel del Robledo (Salamanca),3,56,5.36
Babilafuente (Salamanca),17,911,1.87
Bañobárez (Salamanca),1,309,0.32
Barbadillo (Salamanca),8,410,1.95
Barbalos (Salamanca),2,75,2.67
Barruecopardo (Salamanca),8,442,1.81
Béjar (Salamanca),249,12961,1.92
Beleña (Salamanca),1,223,0.45
Bermellar (Salamanca),3,132,2.27
Boada (Salamanca),5,315,1.59
Bodón, El (Salamanca),9,286,3.15
Bogajo (Salamanca),1,137,0.73
Bóveda del Río Almar (Salamanca),4,231,1.73
Buenamadre (Salamanca),7,132,5.3
Buenavista (Salamanca),60,351,17.09
Cabaco, El (Salamanca),7,232,3.02
Cabezabellosa de la Calzada (Salamanca),1,77,1.3
Cabeza de Béjar, La (Salamanca),3,67,4.48
Cabeza del Caballo (Salamanca),3,291,1.03
Cabrerizos (Salamanca),260,4256,6.11
Cabrillas (Salamanca),4,383,1.04
Calvarrasa de Abajo (Salamanca),197,1152,17.1
Calvarrasa de Arriba (Salamanca),72,600,12
Calzada de Béjar, La (Salamanca),29,86,33.72
Calzada de Don Diego (Salamanca),2,161,1.24
Calzada de Valdunciel (Salamanca),24,676,3.55
Campillo de Azaba (Salamanca),1,164,0.61
Campo de Peñaranda, El (Salamanca),2,266,0.75
Candelario (Salamanca),46,906,5.08
Canillas de Abajo (Salamanca),3,77,3.9
Cantagallo (Salamanca),49,260,18.85
Cantalapiedra (Salamanca),6,986,0.61
Cantalpino (Salamanca),5,878,0.57
Cantaracillo (Salamanca),13,195,6.67
Carbajosa de la Sagrada (Salamanca),178,6947,2.56
Carpio de Azaba (Salamanca),4,100,4
Carrascal de Barregas (Salamanca),57,1188,4.8
Carrascal del Obispo (Salamanca),4,217,1.84
Casas del Conde, Las (Salamanca),2,61,3.28
Casillas de Flores (Salamanca),1,191,0.52
Castellanos de Moriscos (Salamanca),38,2615,1.45
Castillejo de Martín Viejo (Salamanca),7,216,3.24
Castraz (Salamanca),2,42,4.76
Cepeda (Salamanca),3,331,0.91
Cereceda de la Sierra (Salamanca),2,66,3.03
Cerro, El (Salamanca),20,409,4.89
Cespedosa de Tormes (Salamanca),4,490,0.82
Cipérez (Salamanca),10,279,3.58
Ciudad Rodrigo (Salamanca),228,12513,1.82
Coca de Alba (Salamanca),1,108,0.93
Colmenar de Montemayor (Salamanca),12,182,6.59
Cordovilla (Salamanca),2,123,1.63
Cristóbal (Salamanca),3,155,1.94
Cubo de Don Sancho, El (Salamanca),5,450,1.11
Chagarcía Medianero (Salamanca),1,78,1.28
Dios le Guarde (Salamanca),1,127,0.79
Doñinos de Ledesma (Salamanca),2,73,2.74
Doñinos de Salamanca (Salamanca),34,2050,1.66
Éjeme (Salamanca),12,126,9.52
Encina, La (Salamanca),1,103,0.97
Encina de San Silvestre (Salamanca),4,110,3.64
Encinas de Abajo (Salamanca),15,635,2.36
Encinas de Arriba (Salamanca),2,233,0.86
Encinasola de los Comendadores (Salamanca),2,170,1.18
Endrinal (Salamanca),5,225,2.22
Escurial de la Sierra (Salamanca),4,235,1.7
Espadaña (Salamanca),2,34,5.88
Espeja (Salamanca),9,231,3.9
Espino de la Orbada (Salamanca),1,279,0.36
Florida de Liébana (Salamanca),61,272,22.43
Forfoleda (Salamanca),5,193,2.59
Frades de la Sierra (Salamanca),3,191,1.57
Fregeneda, La (Salamanca),3,362,0.83
Fresnedoso (Salamanca),21,109,19.27
Fresno Alhándiga (Salamanca),8,217,3.69
Fuente de San Esteban, La (Salamanca),21,1336,1.57
Fuenteguinaldo (Salamanca),3,680,0.44
Fuenteliante (Salamanca),1,108,0.93
Fuentes de Béjar (Salamanca),5,232,2.16
Fuentes de Oñoro (Salamanca),10,1188,0.84
Gajates (Salamanca),2,160,1.25
Galindo y Perahuy (Salamanca),68,690,9.86
Galinduste (Salamanca),7,429,1.63
Galisancho (Salamanca),7,385,1.82
Gallegos de Argañán (Salamanca),3,280,1.07
Garcibuey (Salamanca),4,187,2.14
Garcihernández (Salamanca),15,464,3.23
Garcirrey (Salamanca),5,64,7.81
Gejuelo del Barro (Salamanca),2,38,5.26
Golpejas (Salamanca),8,154,5.19
Gomecello (Salamanca),3,444,0.68
Guijo de Ávila (Salamanca),5,68,7.35
Guijuelo (Salamanca),38,5660,0.67
Herguijuela de Ciudad Rodrigo (Salamanca),3,78,3.85
Herguijuela de la Sierra (Salamanca),2,264,0.76
Herguijuela del Campo (Salamanca),6,83,7.23
Hinojosa de Duero (Salamanca),7,669,1.05
Horcajo de Montemayor (Salamanca),8,140,5.71
Horcajo Medianero (Salamanca),8,222,3.6
Hoya, La (Salamanca),16,37,43.24
Huerta (Salamanca),4,299,1.34
Ituero de Azaba (Salamanca),4,224,1.79
Juzbado (Salamanca),8,191,4.19
Lagunilla (Salamanca),31,486,6.38
Larrodrigo (Salamanca),5,192,2.6
Ledesma (Salamanca),32,1636,1.96
Ledrada (Salamanca),6,478,1.26
Linares de Riofrío (Salamanca),63,963,6.54
Lumbrales (Salamanca),20,1619,1.24
Macotera (Salamanca),10,1085,0.92
Machacón (Salamanca),11,459,2.4
Maíllo, El (Salamanca),2,266,0.75
Malpartida (Salamanca),2,100,2
Mancera de Abajo (Salamanca),2,212,0.94
Manzano, El (Salamanca),1,72,1.39
Martiago (Salamanca),4,285,1.4
Martinamor (Salamanca),16,84,19.05
Martín de Yeltes (Salamanca),9,421,2.14
Masueco (Salamanca),2,289,0.69
Castellanos de Villiquera (Salamanca),167,633,26.38
Mata de Ledesma, La (Salamanca),6,103,5.83
Matilla de los Caños del Río (Salamanca),10,627,1.59
Maya, La (Salamanca),16,176,9.09
Membribe de la Sierra (Salamanca),3,114,2.63
Mieza (Salamanca),2,208,0.96
Miranda de Azán (Salamanca),77,426,18.08
Miranda del Castañar (Salamanca),12,399,3.01
Mogarraz (Salamanca),3,275,1.09
Molinillo (Salamanca),1,44,2.27
Monforte de la Sierra (Salamanca),3,70,4.29
Monleón (Salamanca),3,91,3.3
Monleras (Salamanca),3,226,1.33
Monsagro (Salamanca),1,142,0.7
Montejo (Salamanca),3,221,1.36
Montemayor del Río (Salamanca),24,266,9.02
Monterrubio de Armuña (Salamanca),40,1323,3.02
Monterrubio de la Sierra (Salamanca),4,158,2.53
Morasverdes (Salamanca),3,263,1.14
Morille (Salamanca),7,230,3.04
Moríñigo (Salamanca),3,100,3
Moriscos (Salamanca),16,384,4.17
Mozárbez (Salamanca),71,493,14.4
Narros de Matalayegua (Salamanca),9,231,3.9
Navacarros (Salamanca),57,98,58.16
Nava de Béjar (Salamanca),2,98,2.04
Nava de Francia (Salamanca),4,131,3.05
Nava de Sotrobal (Salamanca),5,158,3.16
Navalmoral de Béjar (Salamanca),19,60,31.67
Navamorales (Salamanca),2,56,3.57
Navarredonda de la Rinconada (Salamanca),4,177,2.26
Navasfrías (Salamanca),5,460,1.09
Negrilla de Palencia (Salamanca),4,90,4.44
Olmedo de Camaces (Salamanca),3,100,3
Orbada, La (Salamanca),10,207,4.83
Pajares de la Laguna (Salamanca),3,113,2.65
Palacios del Arzobispo (Salamanca),5,161,3.11
Palaciosrubios (Salamanca),4,354,1.13
Palencia de Negrilla (Salamanca),6,157,3.82
Parada de Arriba (Salamanca),12,249,4.82
Parada de Rubiales (Salamanca),2,259,0.77
Paradinas de San Juan (Salamanca),10,406,2.46
Pastores (Salamanca),4,56,7.14
Payo, El (Salamanca),2,335,0.6
Pedraza de Alba (Salamanca),5,238,2.1
Pedrosillo de Alba (Salamanca),5,142,3.52
Pedrosillo de los Aires (Salamanca),10,360,2.78
Pedrosillo el Ralo (Salamanca),18,126,14.29
Pedroso de la Armuña, El (Salamanca),2,216,0.93
Pelabravo (Salamanca),237,1232,19.24
Pelarrodríguez (Salamanca),4,172,2.33
Pelayos (Salamanca),1,85,1.18
Peñacaballera (Salamanca),18,146,12.33
Peñaparda (Salamanca),4,364,1.1
Peñaranda de Bracamonte (Salamanca),133,6308,2.11
Peñarandilla (Salamanca),1,182,0.55
Peralejos de Abajo (Salamanca),2,157,1.27
Peralejos de Arriba (Salamanca),2,39,5.13
Pereña de la Ribera (Salamanca),6,341,1.76
Peromingo (Salamanca),1,122,0.82
Pinedas (Salamanca),1,113,0.88
Pino de Tormes, El (Salamanca),34,159,21.38
Pitiegua (Salamanca),6,188,3.19
Pizarral (Salamanca),1,47,2.13
Poveda de las Cintas (Salamanca),2,223,0.9
Puebla de Azaba (Salamanca),11,177,6.21
Puebla de San Medel (Salamanca),2,38,5.26
Puebla de Yeltes (Salamanca),1,149,0.67
Puente del Congosto (Salamanca),18,227,7.93
Puerto de Béjar (Salamanca),25,370,6.76
Puerto Seguro (Salamanca),1,59,1.69
Rágama (Salamanca),3,223,1.35
Retortillo (Salamanca),4,198,2.02
Rinconada de la Sierra, La (Salamanca),2,117,1.71
Robleda (Salamanca),8,499,1.6
Robliza de Cojos (Salamanca),5,196,2.55
Rollán (Salamanca),8,376,2.13
Sagrada, La (Salamanca),2,99,2.02
Salamanca (Salamanca),222,143978,0.15
Saldeana (Salamanca),1,109,0.92
Salmoral (Salamanca),7,137,5.11
San Cristóbal de la Cuesta (Salamanca),80,1015,7.88
Sancti-Spíritus (Salamanca),8,826,0.97
Sanchón de la Ribera (Salamanca),1,84,1.19
Sanchón de la Sagrada (Salamanca),1,39,2.56
Sanchotello (Salamanca),14,222,6.31
Sando (Salamanca),2,125,1.6
San Esteban de la Sierra (Salamanca),6,347,1.73
San Felices de los Gallegos (Salamanca),5,413,1.21
San Martín del Castañar (Salamanca),15,219,6.85
San Miguel de Valero (Salamanca),26,347,7.49
San Morales (Salamanca),24,337,7.12
San Muñoz (Salamanca),6,239,2.51
San Pedro del Valle (Salamanca),5,145,3.45
San Pedro de Rozados (Salamanca),16,301,5.32
San Pelayo de Guareña (Salamanca),11,89,12.36
Santa María de Sando (Salamanca),2,114,1.75
Santa Marta de Tormes (Salamanca),297,14732,2.02
Santiago de la Puebla (Salamanca),7,324,2.16
Santibáñez de Béjar (Salamanca),4,467,0.86
Santibáñez de la Sierra (Salamanca),5,186,2.69
Santiz (Salamanca),7,244,2.87
Santos, Los (Salamanca),6,614,0.98
Sardón de los Frailes (Salamanca),1,91,1.1
Saucelle (Salamanca),3,283,1.06
Sahugo, El (Salamanca),4,193,2.07
Sepulcro-Hilario (Salamanca),2,178,1.12
Sequeros (Salamanca),20,239,8.37
Serradilla del Arroyo (Salamanca),2,270,0.74
Serradilla del Llano (Salamanca),4,154,2.6
Sierpe, La (Salamanca),1,44,2.27
Sieteiglesias de Tormes (Salamanca),5,187,2.67
Sobradillo (Salamanca),3,232,1.29
Sorihuela (Salamanca),8,273,2.93
Sotoserrano (Salamanca),14,580,2.41
Tabera de Abajo (Salamanca),5,107,4.67
Tamames (Salamanca),5,804,0.62
Tarazona de Guareña (Salamanca),1,317,0.32
Tardáguila (Salamanca),5,212,2.36
Tejado, El (Salamanca),10,104,9.62
Tejeda y Segoyuela (Salamanca),6,90,6.67
Tenebrón (Salamanca),3,151,1.99
Terradillos (Salamanca),18,3051,0.59
Topas (Salamanca),25,530,4.72
Tordillos (Salamanca),3,362,0.83
Tornadizo, El (Salamanca),3,98,3.06
Torresmenudas (Salamanca),11,191,5.76
Trabanca (Salamanca),3,200,1.5
Valdecarros (Salamanca),6,351,1.71
Valdefuentes de Sangusín (Salamanca),11,203,5.42
Valdehijaderos (Salamanca),2,79,2.53
Valdelacasa (Salamanca),6,214,2.8
Valdelageve (Salamanca),1,73,1.37
Valdelosa (Salamanca),7,407,1.72
Valdemierque (Salamanca),1,65,1.54
Valdunciel (Salamanca),56,100,56
Valsalabroso (Salamanca),1,149,0.67
Valverde de Valdelacasa (Salamanca),9,74,12.16
Valverdón (Salamanca),33,288,11.46
Vallejera de Riofrío (Salamanca),17,76,22.37
Vecinos (Salamanca),6,264,2.27
Vega de Tirados (Salamanca),13,168,7.74
Veguillas, Las (Salamanca),11,285,3.86
Vellés, La (Salamanca),17,554,3.07
Ventosa del Río Almar (Salamanca),1,112,0.89
Vídola, La (Salamanca),1,116,0.86
Vilvestre (Salamanca),3,422,0.71
Villaflores (Salamanca),4,282,1.42
Villagonzalo de Tormes (Salamanca),19,206,9.22
Villalba de los Llanos (Salamanca),4,133,3.01
Villamayor (Salamanca),421,7207,5.84
Villanueva del Conde (Salamanca),11,159,6.92
Villar de Argañán (Salamanca),3,95,3.16
Villar de Ciervo (Salamanca),2,279,0.72
Villar de Gallimazo (Salamanca),3,201,1.49
Villar de la Yegua (Salamanca),7,179,3.91
Villar de Peralonso (Salamanca),2,229,0.87
Villares de la Reina (Salamanca),141,6316,2.23
Villares de Yeltes (Salamanca),2,123,1.63
Villarino de los Aires (Salamanca),9,805,1.12
Villarmayor (Salamanca),6,197,3.05
Villarmuerto (Salamanca),3,43,6.98
Villasbuenas (Salamanca),2,191,1.05
Villasdardo (Salamanca),1,23,4.35
Villaseco de los Gamitos (Salamanca),8,135,5.93
Villaseco de los Reyes (Salamanca),9,324,2.78
Villasrubias (Salamanca),7,283,2.47
Villaverde de Guareña (Salamanca),9,145,6.21
Villavieja de Yeltes (Salamanca),9,785,1.15
Villoria (Salamanca),13,1358,0.96
Villoruela (Salamanca),8,780,1.03
Vitigudino (Salamanca),31,2538,1.22
Yecla de Yeltes (Salamanca),5,244,2.05
Zamayón (Salamanca),8,206,3.88
Zarapicos (Salamanca),3,59,5.08
Zorita de la Frontera (Salamanca),6,160,3.75
Adeje (Santa Cruz de Tenerife),1672,47280,3.54
Agulo (Santa Cruz de Tenerife),3,1067,0.28
Alajeró (Santa Cruz de Tenerife),15,2006,0.75
Arafo (Santa Cruz de Tenerife),96,5562,1.73
Arico (Santa Cruz de Tenerife),130,7831,1.66
Arona (Santa Cruz de Tenerife),847,79448,1.07
Barlovento (Santa Cruz de Tenerife),8,1855,0.43
Breña Alta (Santa Cruz de Tenerife),153,7154,2.14
Breña Baja (Santa Cruz de Tenerife),163,5498,2.96
Buenavista del Norte (Santa Cruz de Tenerife),16,4755,0.34
Candelaria (Santa Cruz de Tenerife),547,27641,1.98
Fasnia (Santa Cruz de Tenerife),26,2768,0.94
Frontera (Santa Cruz de Tenerife),46,4018,1.14
Fuencaliente de la Palma (Santa Cruz de Tenerife),27,1709,1.58
Garachico (Santa Cruz de Tenerife),18,4819,0.37
Garafía (Santa Cruz de Tenerife),31,1626,1.91
Granadilla de Abona (Santa Cruz de Tenerife),324,48374,0.67
Guancha, La (Santa Cruz de Tenerife),18,5428,0.33
Guía de Isora (Santa Cruz de Tenerife),244,20991,1.16
Güímar (Santa Cruz de Tenerife),146,19739,0.74
Hermigua (Santa Cruz de Tenerife),5,1805,0.28
Icod de los Vinos (Santa Cruz de Tenerife),188,22749,0.83
San Cristóbal de La Laguna (Santa Cruz de Tenerife),308,155549,0.2
Llanos de Aridane, Los (Santa Cruz de Tenerife),410,20171,2.03
Matanza de Acentejo, La (Santa Cruz de Tenerife),105,8956,1.17
Orotava, La (Santa Cruz de Tenerife),327,41833,0.78
Paso, El (Santa Cruz de Tenerife),276,7543,3.66
Puerto de la Cruz (Santa Cruz de Tenerife),530,30483,1.74
Puntagorda (Santa Cruz de Tenerife),56,2073,2.7
Puntallana (Santa Cruz de Tenerife),62,2493,2.49
Realejos, Los (Santa Cruz de Tenerife),191,36405,0.52
Rosario, El (Santa Cruz de Tenerife),384,17352,2.21
San Andrés y Sauces (Santa Cruz de Tenerife),11,4112,0.27
San Juan de la Rambla (Santa Cruz de Tenerife),14,4799,0.29
San Miguel de Abona (Santa Cruz de Tenerife),308,19672,1.57
San Sebastián de la Gomera (Santa Cruz de Tenerife),81,8945,0.91
Santa Cruz de la Palma (Santa Cruz de Tenerife),72,15674,0.46
Santa Cruz de Tenerife (Santa Cruz de Tenerife),497,204856,0.24
Santa Úrsula (Santa Cruz de Tenerife),237,14445,1.64
Santiago del Teide (Santa Cruz de Tenerife),314,10755,2.92
Sauzal, El (Santa Cruz de Tenerife),343,8947,3.83
Silos, Los (Santa Cruz de Tenerife),14,4757,0.29
Tacoronte (Santa Cruz de Tenerife),270,23961,1.13
Tanque, El (Santa Cruz de Tenerife),7,2670,0.26
Tazacorte (Santa Cruz de Tenerife),71,4600,1.54
Tegueste (Santa Cruz de Tenerife),74,11203,0.66
Tijarafe (Santa Cruz de Tenerife),138,2564,5.38
Valverde (Santa Cruz de Tenerife),22,4955,0.44
Valle Gran Rey (Santa Cruz de Tenerife),17,4484,0.38
Vallehermoso (Santa Cruz de Tenerife),9,2829,0.32
Victoria de Acentejo, La (Santa Cruz de Tenerife),31,9040,0.34
Vilaflor de Chasna (Santa Cruz de Tenerife),12,1645,0.73
Villa de Mazo (Santa Cruz de Tenerife),140,4791,2.92
Pinar de El Hierro, El (Santa Cruz de Tenerife),5,1825,0.27
Alfoz de Lloredo (Cantabria),40,2408,1.66
Ampuero (Cantabria),33,4219,0.78
Arenas de Iguña (Cantabria),10,1676,0.6
Argoños (Cantabria),50,1723,2.9
Arnuero (Cantabria),67,2108,3.18
Arredondo (Cantabria),6,470,1.28
Astillero, El (Cantabria),27,18108,0.15
Bárcena de Cicero (Cantabria),69,4186,1.65
Bárcena de Pie de Concha (Cantabria),4,680,0.59
Bareyo (Cantabria),112,1972,5.68
Cabezón de la Sal (Cantabria),30,8349,0.36
Cabezón de Liébana (Cantabria),31,592,5.24
Cabuérniga (Cantabria),6,999,0.6
Camaleño (Cantabria),29,946,3.07
Camargo (Cantabria),185,30263,0.61
Campoo de Yuso (Cantabria),1,668,0.15
Cartes (Cantabria),12,5778,0.21
Castañeda (Cantabria),14,2809,0.5
Castro-Urdiales (Cantabria),370,31977,1.16
Cieza (Cantabria),4,539,0.74
Cillorigo de Liébana (Cantabria),13,1337,0.97
Colindres (Cantabria),14,8453,0.17
Comillas (Cantabria),37,2156,1.72
Corrales de Buelna, Los (Cantabria),30,10910,0.27
Corvera de Toranzo (Cantabria),13,2041,0.64
Campoo de Enmedio (Cantabria),4,3750,0.11
Entrambasaguas (Cantabria),54,5090,1.06
Escalante (Cantabria),19,771,2.46
Guriezo (Cantabria),43,2347,1.83
Hazas de Cesto (Cantabria),24,1541,1.56
Hermandad de Campoo de Suso (Cantabria),25,1627,1.54
Herrerías (Cantabria),1,609,0.16
Lamasón (Cantabria),1,287,0.35
Laredo (Cantabria),99,11148,0.89
Liendo (Cantabria),62,1194,5.19
Liérganes (Cantabria),14,2370,0.59
Limpias (Cantabria),26,1867,1.39
Luena (Cantabria),6,601,1
Marina de Cudeyo (Cantabria),48,5118,0.94
Mazcuerras (Cantabria),19,2120,0.9
Medio Cudeyo (Cantabria),39,7520,0.52
Meruelo (Cantabria),43,1982,2.17
Miengo (Cantabria),72,4713,1.53
Miera (Cantabria),3,389,0.77
Molledo (Cantabria),11,1544,0.71
Noja (Cantabria),140,2539,5.51
Penagos (Cantabria),14,2108,0.66
Peñarrubia (Cantabria),2,321,0.62
Pesaguero (Cantabria),5,285,1.75
Piélagos (Cantabria),480,25223,1.9
Polanco (Cantabria),62,5845,1.06
Potes (Cantabria),12,1350,0.89
Puente Viesgo (Cantabria),17,2868,0.59
